排名,排名变化,中文全名,英文全名,年龄,出生地中文,出生地英文,性别,出生日期,教育程度中文,教育程度英文,学校中文,学校英文,常居地中文,常居地英文,照片,公司中文全名,公司英文全名,公司总部地中文,公司总部地英文,所在行业中文,所在行业英文,组织结构,人民币财富值,财富值变化,美元财富值,年份
864,127,寿柏年,Shou Bonian ,62,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1962-01-01,本科,Undergraduate,浙大,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,绿城服务,Greentown,浙江杭州,Zhejiang,物业管理,Real estate,未知,62.0,-2%,870.0,2024
864,76,吴泳铭,Wu Yongming,49,,,男,1975-01-01,,,,,中国-浙江-杭州,,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,62.0,-5%,870.0,2024
864,-109,赵彤彤,Zhao Tongtong,未知,,,男,1900-01-01,,,,,中国-上海,,,华住,Home Inn,上海闵行,Shanghai,连锁酒店,Hotel chain ,未知,62.0,-23%,870.0,2024
870,138,贾国龙,Jia Guolong,57,中国-内蒙古-巴彦淖尔,China-Inner Mongolia-Bayangar,男,1967-01-01,本科,Undergraduate,大连水产学院,,中国-北京,China-Beijing,,西贝,Xibei,北京,Beijing,餐饮,Restaurants,未知,61.0,2%,860.0,2024
870,New,姜龙,Jiang Long,50,,,男,1974-01-01,,,,,中国-山东-潍坊,,,歌尔股份,GoerTek,山东潍坊,Shandong,声学及多媒体产品,Electronic Components,未知,61.0,NEW,860.0,2024
870,-57,徐观宝,Xu Guanbao,67,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1957-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,传化,Chuanhua,浙江杭州,Zhejiang,化工、农业、投资,"Chemical, agriculture, Investments",未知,61.0,-19%,860.0,2024
870,138,尤金焕,You Jinhuan ,未知,,,男,1900-01-01,,,,,中国-浙江-温州,,,华峰,Huafeng ,浙江温州,Zhejiang,化工、铝业、投资,"Chemical, aluminum, Investments",未知,61.0,2%,860.0,2024
870,54,赵凯,Zhao Kai,未知,,,男,1900-01-01,,,,,中国-四川-成都,China - Sichuan-Chengdu,,成都环球世纪,Chengdu International Exhibition & Convention Center,四川成都,Sichuan,投资、房地产,"Investments, Real Estate",未知,61.0,-10%,860.0,2024
875,-120,蔡开云,Cai Kaiyun,52,,,男,1972-01-01,,,,,中国-湖北-宜昌,,,稻花香,Hubei Daohuaxiang,湖北宜昌,Hubei,白酒,Liquor,未知,60.0,-25%,850.0,2024
875,133,陈睿,Chen Rui,46,中国-四川-成都,China - Sichuan-Chengdu,男,1978-01-01,本科,Undergraduate,成都信息工程大学,,中国-上海,China-Shanghai,,哔哩哔哩,Bilibili,上海杨浦,Shanghai,视频弹幕网站,Video barrage,未知,60.0,0%,850.0,2024
875,-240,杜伟民,Du Weimin,61,中国-江西-南昌,China-Jiangxi-Nanchang,男,1963-12-01,,,,暨南大学,中国-广东-深圳,China-Guangdong-Shenzhen,,康泰生物,Biokangtai,广东深圳,Guangdong,生物医药,Biotech,未知,60.0,-37%,850.0,2024
875,65,辜侯天仪,Koo Hou Tien-I,未知,,,男,1900-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,台泥,Koos Group,台湾台北,Taiwan,水泥,Cement,家族,60.0,-8%,850.0,2024
875,304,胡鹍辉,Hu Kunhui,33,中国-广东-深圳,China-Guangdong-Shenzhen,男,1991-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,亚辉龙,YHLO,广东深圳,Guangdong,生物科技,Biotech,未知,60.0,20%,850.0,2024
875,-174,黄金祥、赵启荣,Huang Jinxiang、Zhao Qirong,59,中国-安徽-宣城,China-Anhui-Xuancheng,男,1965-01-01,,,,,中国-安徽-宣城,China-Anhui-Xuancheng,,安徽广信,Anhui Guangxin,安徽宣城,Anhui,农药化肥、房地产,"Fertilizer, real estate",夫妇,60.0,-33%,850.0,2024
875,21,金鑫,Jin Xin,57,,,男,1967-01-01,,,,,中国-辽宁-阜新,China-Liaoning-Xinxin,,大金重工,Dajin Heavy Industry,辽宁阜新,Liaoning,钢结构产品,Steel Products,未知,60.0,-14%,850.0,2024
875,New,柯利明,Ke Liming,未知,,Hubei,未知,1900-01-01,硕士,,澳大利亚格里菲斯大学,,北京,Beijing,,中国儒意,China Ruyi,香港,Hong Kong,娱乐,Entertainment,未知,60.0,NEW,850.0,2024
875,124,赖国贵,Lai Guogui,60,,,男,1964-01-01,,,,,中国-浙江-杭州,,,春风控股集团,Cfmoto,浙江杭州,Zhejiang,摩托车,Motorcycles,家族,60.0,-3%,850.0,2024
875,-339,李杰,Li Jie,49,中国-四川,China - Sichuan,男,1975-01-01,,,,,印度尼西亚-雅加达,Indonesia-Jakarta,,极兔速递,J&T Global Express,印度尼西亚雅加达,Indonesia,物流快递,Logistics,未知,60.0,-45%,850.0,2024
875,272,李凯莉,Kelly Lee,未知,,,女,1900-01-01,,,,,中国-台湾-新北,Taiwan,,龙岩,Lungyen,台湾新北,Taiwan,殡葬服务,Life Services,家族,60.0,13%,850.0,2024
875,-62,李平,Li Ping,60,中国-江西-赣州,China-Jiangxi-Zhangzhou,男,1964-03-01,硕士,Master s,合肥工业,,中国-广东-广州,China-Guangdong-Guangzhou,,天高,Teamgo,广东广州,Guangdong,矿业开发、冶金贸易,"Mining, Metallurgy",未知,60.0,-20%,850.0,2024
875,133,李咏怡,Li Yongyi,未知,,,女,1900-01-01,,,,,中国-广东-东莞,China-Guangdong-Dongguan,,粤丰环保,Canvestt,广东东莞,Guangdong,环保,Environmental Protection,家族,60.0,0%,850.0,2024
875,-62,梁桐灿,Liang Tongcan,未知,中国-广东-佛山,China-Guangdong-Foshan,男,1900-01-01,,,,,中国-广东-佛山,China-Guangdong-Foshan,,宏宇,Hongyu,广东佛山,Guangdong,建筑陶瓷,Ceramics,未知,60.0,-20%,850.0,2024
875,-62,刘宝林,Liu Baolin ,71,中国-湖北-孝感,China -Hubei - A Sense of Filial Piety,男,1953-01-01,,,,,中国-湖北-武汉,China -Hubei-Wuhan,,九州通,Jointown,湖北武汉,Hubei,医药流通,Pharmaceutical distribution,未知,60.0,-20%,850.0,2024
875,133,楼天城,Lou Tiancheng,未知,,,男,1900-01-01,,,,,美国,,,小马智行,Pony.ai,广东广州,Guangzhou,自动驾驶技术,Automatic Driving Technology,未知,60.0,0%,850.0,2024
875,65,鲁楚平、彭惠,Lu Chuping、Peng Hui,59,中国-湖北-孝感,China -Hubei - A Sense of Filial Piety,男,1965-01-01,本科,Undergraduate,华南理工,,中国-广东-中山,China-Guangdong-Zhongshan,,大洋电机,Broad-Ocean Motor,广东中山,Guangdong,工业电机,Electrical Equipment,夫妇,60.0,-8%,850.0,2024
875,-62,吕绍林、程彩霞,Lv Shaolin、Cheng Caixia,51,中国-湖南-邵阳,China -Hunan-Yuyang,男,1973-09-12,,,,,中国-江苏-苏州,China -Jiangsu-Suzhou,,博众精工,Bozhon Precision,江苏苏州,Jiangsu,自动化设备,Pharmaceuticals,夫妇,60.0,-20%,850.0,2024
875,-14,缪双大、缪文彬,Miao Shuangda、Miao Wenbin,73,中国-江苏-无锡,China-Jiangsu-Wuxi,男,1951-01-01,,,,,中国-江苏-无锡,China-Jiangsu-Wuxi,,双良,Shuangliang,江苏无锡,Jiangsu,空调设备,Air Conditioning,父子,60.0,-18%,850.0,2024
875,215,沈波,Shen Bo,61,,,男,1963-01-01,,,,,中国-上海,China-Shanghai,,分布式资本,Fenbushi,上海虹口,Shanghai,投资,Investments,未知,60.0,9%,850.0,2024
875,65,苏如春,Su Ruchun,56,,,男,1968-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,华邦,Huabang,广东广州,Guangdong,房地产、建筑、投资,"Real Estate,Infrastructure,Investments",家族,60.0,-8%,850.0,2024
875,215,孙中伟、温美婵,Sun Zhongwei、Wen Meichan,46,中国-山东,China-Shandong,男,1978-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,华宝新能,Hello Tech,广东深圳,Guangdong,便携储能电池、太阳能,Portable Batteries,夫妇,60.0,9%,850.0,2024
875,116,童文红,Tong Wenhong,54,,,男,1970-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,60.0,-5%,850.0,2024
875,-290,王佳、严立,Wang Jia、Yan Li,55,中国-云南-昆明,China-Yunnan-Kunming,男,1969-07-01,硕士,Master s,复旦、宾夕法尼亚,,中国-北京,China-Beijing,,启明星辰,Venustech,北京,Beijing,网络安全,Cyber Security,夫妇,60.0,-40%,850.0,2024
875,-120,王建东,Wang Jiandong,52,中国-河北-邯郸,China-Hebei,男,1972-01-01,,,,,中国-河北-邯郸,China-Hebei,,中建融东,CSCEC Rongdong,河北邯郸,Hebei,钢铁,Steel,未知,60.0,-25%,850.0,2024
875,-206,王明鎏,Wang Mingliu,41,中国-四川-成都,China - Sichuan-Chengdu,男,1983-01-01,硕士,Master s,加拿大卑诗大学（UBC）、纽约大学,,中国-四川-成都,China - Sichuan-Chengdu,,毛球科技,Tomorrow,四川成都,Sichuan,投资、区块链、游戏,"Investments, Blockchain, Gaming",未知,60.0,-33%,850.0,2024
875,-14,王铭祥、周一峰,Wang Mingxiang、Zhou Yifeng,46,中国-江苏-南通,China-Jiangsu-Nantong,男,1978-07-01,硕士,Master s,北京中医药、南京理工,,中国-江苏-南京,China-Jiangsu-Nanjing,,东华能源,Oriental Energy,江苏南京,Jiangsu,石油化工,Petrochemicals,夫妇,60.0,-18%,850.0,2024
875,21,王维东、许小菊,Wang Weidong、Xu Xiaoju,47,中国-甘肃-酒泉,China -Gansu - Jiuquan,男,1977-02-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,赢合科技,Yinghe Technology,广东深圳,Guangdong,自动化设备,Industrial Equipment,夫妇,60.0,-14%,850.0,2024
875,-487,王霄锟、刘洧宏,Wang Xiaokun、Liu Weihong,41,,,男,1983-01-01,,,,,中国-四川-成都,Sichuan,,茶百道,ChaPanda,四川成都,Sichuan,餐饮连锁,Food & Beverages,夫妇,60.0,-59%,850.0,2024
875,282,王跃旦,Wang Yuedan,71,,,男,1953-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,富佳实业,Furja,浙江宁波,Zhejiang,家用电器,Home appliances ,家族,60.0,15%,850.0,2024
875,-169,王泽龙,Wang Zelong,未知,,,男,1900-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,中核钛白,CNNC,广东广州,Guangdong,钛白粉,Titanium Dioxide,未知,60.0,-29%,850.0,2024
875,193,谢剑辉,Xie Jianhui,未知,,,男,1900-01-01,,,,,中国-湖南-长沙,,,富兴,Fuxing,湖南长沙,Hunan,汽车服务，产业园区,"Real estate, car sales, Investments",未知,60.0,3%,850.0,2024
875,-67,徐进,Xu Jin,59,,,男,1965-01-01,,,,,中国-安徽-淮北,China - Anhui - Huaibei,,口子窖,Kouzi Distillery,安徽淮北,Anhui,白酒,Liquor,未知,60.0,-23%,850.0,2024
875,-290,徐少春,Xu Shaochun,61,中国-湖南-益阳,China-Hunan-Yiyang,男,1963-01-01,本科,Undergraduate,东南,,中国-广东-深圳,China-Guangdong-Shenzhen,,金蝶国际,Kingdee,广东深圳,Guangdong,财务软件,Financial Software,未知,60.0,-40%,850.0,2024
875,-14,杨受成,Albert Yeung,80,中国-香港,China-Hong Kong,男,1944-03-01,,,,,中国-香港,China-Hong Kong,,英皇,Emperor,香港,Hong Kong,房地产,Estate Holding,家族,60.0,-18%,850.0,2024
875,-206,袁莉萍,Yuan Liping,53,,,男,1971-01-01,,,,,中国-广东-深圳,,,康泰生物,Kangtai Biological,广东深圳,Guangdong,生物医药,Biotech,未知,60.0,-33%,850.0,2024
875,New,张清森,Zhang Qingsen,未知,,Fujian,未知,1900-01-01,本科,,仰恩大学,,广东深圳,Guangdong,,绿联科技,Ugreen,广东深圳,Guangdong,电子配件,Digital Products,未知,60.0,NEW,850.0,2024
875,112,张勇,Zhang Yong,未知,,,男,1900-01-01,本科,Undergraduate,上财,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,60.0,-6%,850.0,2024
875,New,张重兴,Chang Chung Hsing,未知,,,未知,1900-01-01,,,,,台湾台中,Taiwan,,台湾精锐,Apex Dynamics,台湾台中,Taiwan,工业机械,Industrial Machinery,家族,60.0,NEW,850.0,2024
875,21,赵满堂,Zhao Mantang,64,中国-甘肃-天水,China -Gansu - Tianshui,男,1960-11-01,,,,,中国-甘肃-天水,China -Gansu - Tianshui,,盛达,Shengda,甘肃兰州,Gansu,矿业、酒店,"Mining, Hotels",家族,60.0,-14%,850.0,2024
875,65,赵延平、杨云,Zhao Yanping、Yang Yun,56,中国-吉林,China- Jilin,男,1968-08-01,本科,Undergraduate,浙大,,中国-上海,China-Shanghai,,华测导航,Huace,上海青浦,Shanghai,卫星导航,GPS,夫妇,60.0,-8%,850.0,2024
875,133,甄荣辉,Zhen Ronghui,62,中国-香港,China-Hong Kong,男,1962-01-01,本科,Undergraduate,香港中文大学,,中国-上海,China-Shanghai,,51job,51job,上海静安,Shanghai,互联网服务,Internet Services,未知,60.0,0%,850.0,2024
875,-71,周旭明,Zhou Xuming,51,,,男,1973-11-01,,,,,中国-江苏-南京,,,科思股份,Cosmos,江苏南京,Jiangsu,化学品原料,Chemical raw materials,家族,60.0,-24%,850.0,2024
918,-107,陈泽民,Chen Zemin,81,中国-重庆-江津,China-Chongqing-Jiangjin,男,1943-01-01,本科,Undergraduate,,,中国-河南-郑州,China-Henan-Zhengzhou,,三全食品,Sanquan Food,河南郑州,Henan,食品,Food,家族,59.0,-23%,830.0,2024
918,New,刘德,Liu De,未知,,,男,1900-01-01,硕士,Master s,北京理工大学、美国加州亚帕萨迪Art Center College of Design,,中国-北京,China-Beijing,,小米,Xiaomi,北京,Beijing,北京,IoT,未知,59.0,NEW,830.0,2024
918,90,姚劲波,Yao Jinbo,48,中国-湖南-益阳,China-Hunan-Yiyang,男,1976-01-01,本科,Undergraduate,中国海洋,,中国-北京,China-Beijing,,58同城,58,北京,Beijing,生活服务,Life Service,未知,59.0,-2%,830.0,2024
918,-333,张亚、周文梅,Zhang Ya、Zhou Wenmei,55,,,男,1969-01-01,,,,,中国-四川-成都,China-Sichuan-Chengdu,,国光电气,Guoguang Electric,四川成都,Sichuan,微波电子器件,Electronic device,夫妇,59.0,-41%,830.0,2024
918,-397,赵鸿飞,Zhao Hongfei,50,,,男,1974-01-01,硕士,Master s,北京理工,,中国-北京,China-Beijing,,中科创达,Thunder,北京,Beijing,智能终端操作系统,Intelligent Terminal Operating System,未知,59.0,-49%,830.0,2024
923,-217,吕建明,Lyu Jiangming,59,中国-浙江,China-Zhejiang,男,1965-09-01,硕士,Master s,浙大,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,通策医疗,Top Choice Medical,浙江杭州,Zhejiang,医疗器械,Medical devices,未知,58.0,-32%,820.0,2024
923,-175,申东日,Shen Dongri,52,中国-黑龙江-绥化,China -Heilongjiang - Yuhua,男,1972-10-01,,,,,中国-北京,China-Beijing,,朗姿,Lancy,北京,Beijing,服装,Apparel,家族,58.0,-29%,820.0,2024
923,-254,王德根、张强,Wang Degen、Zhang Qiang,53,中国-四川,,男,1971-01-01,,,,,中国-四川-成都,Sichuan,,德康农牧,Dekon,四川成都,Sichuan,畜牧业、教育,Animal Husbandry,夫妇,58.0,-36%,820.0,2024
923,-110,吴城,Wu Cheng,未知,,,男,1900-01-01,,,,,中国-北京,,,国城,Guocheng,北京,Beijing,矿业,Mining,未知,58.0,-23%,820.0,2024
923,-217,吴凯庭,Wu Kaiting,未知,中国-福建-漳州,China-Fujian-Zhangzhou,男,1900-01-01,,,,,中国-福建-漳州,China-Fujian-Zhangzhou,,万利达,Malata,福建漳州,Fujian,电子信息产品,Information technology,家族,58.0,-32%,820.0,2024
923,85,谢识才,Xie Shicai,63,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1961-01-01,本科,Undergraduate,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,博威合金,Boway Alloy Material,浙江宁波,Zhejiang,合金材料,Alloy Materials,家族,58.0,-3%,820.0,2024
923,17,余海军,Yu Haijun,50,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1974-01-01,本科,Undergraduate,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,宝利德,Baolide,浙江杭州,Zhejiang,汽车销售,Car sales,未知,58.0,-11%,820.0,2024
923,256,周华松、吴文利,Zhou Huasong、Wu Wenli,58,,,男,1966-01-01,,,,,中国-福建-厦门,,,松霖科技,Solex High-tech Industries,福建厦门,Fujian,淋浴设备,Shower equipment,夫妇,58.0,16%,820.0,2024
923,-217,周文、郭艺群,Zhou Wen、Guo Yiqun,59,,,男,1965-01-01,博士,Doctorate,工商管理,,中国-上海,China-Shanghai,,普利特,Pret Composites,上海青浦,Shanghai,塑料制造、汽车配件,"Plastics manufacturing, automotive parts",夫妇,58.0,-32%,820.0,2024
932,-347,陈学利、陈林,Chen Xueli、Chen Lin,73,,,男,1951-10-01,,,,,中国-山东-威海,China-Shandong-Weihai,,威高,Wego,山东威海,Shandong,医疗器械,Medical devices,父子,57.0,-43%,800.0,2024
932,59,苏增福,Su Zengfu,84,中国-浙江-台州,China-Zhejiang-Taizhou,男,1940-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,苏泊尔,Supor,浙江杭州,Zhejiang,厨具、投资,"Kitchen tools, Investments",家族,57.0,-10%,800.0,2024
932,-119,王富济,Wang Fuji,未知,,,男,1900-01-01,,,,,中国-福建-漳州,China-Fujian-Zhangzhou,,片仔癀,Pientzehuang Pharmaceutical,福建漳州,Fujian,医药,Pharmaceuticals,未知,57.0,-24%,800.0,2024
932,8,吴惠芳,Wu Huifang,未知,中国-江苏-,China-Jiangsu -,男,1900-01-01,,,,,中国-江苏-苏州,China -Jiangsu-Suzhou,,永钢,Yonggang,江苏苏州,Jiangsu,钢铁,Iron & Steel,未知,57.0,-12%,800.0,2024
932,8,吴永华,Wu Yonghua,54,中国-福建,China-Fujian,男,1970-01-01,,,,,中国-福建-厦门,China-Fujian-Xiamen,,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,未知,57.0,-12%,800.0,2024
932,-177,钟培峰,Zhong Peifeng,61,,,男,1963-01-01,硕士,Master s,乔治亚理工,,中国-上海,China-Shanghai,,晶晨股份,Amlogic,上海浦东,Shanghai,电子,Semiconductor,家族,57.0,-29%,800.0,2024
932,76,周俊杰,Zhou Junjie,56,,,男,1968-07-01,,,,,中国-浙江-杭州,,,银都股份,Yindu Kitchen Equipment,浙江杭州,Zhejiang,餐饮设备,Industrial equipment,未知,57.0,-5%,800.0,2024
939,141,刘姗姗,Liu Shanhan,未知,,,女,1900-01-01,,,,,中国-北京,Beijing,,摩尔线程,Moore Thread,北京,Beijing,半导体,Semiconductors,未知,56.0,0%,790.0,2024
940,150,陈妙林,Chen Miaolin,72,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1952-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,开元旅业,New Century Tourism,浙江杭州,Zhejiang,房地产,Real estate,未知,55.0,0%,770.0,2024
940,-44,陈清州、翁丽敏,Chen Qingzhou、Weng Limin,59,中国-福建-泉州,China-Fujian-Quanzhou,男,1965-11-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,海能达,Hytera,广东深圳,Guangdong,专业无线通信设备,Communications Equipment,夫妇,55.0,-21%,770.0,2024
940,68,陈育宣、林德英,Chen Yuxuan、Lin Deying,58,中国-江西-九江,China - Jiangxi - Jiujiang,男,1966-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,电连技术,Electric Connector,广东深圳,Guangdong,电子元件连接器,Electronic Components,夫妇,55.0,-8%,770.0,2024
940,68,陈卓贤,Chen Zhuoxian,57,中国-广东-中山,China-Guangdong-Zhongshan,男,1967-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,雅居乐,Agile,广东广州,Guangdong,投资、房地产,"Investments, Real Estate",家族,55.0,-8%,770.0,2024
940,-185,邓颖忠,Deng Yingzhong,73,中国-广东,China-Guangdong,男,1951-01-01,,,,,中国-广东-中山,China-Guangdong-Zhongshan,,中顺洁柔,Zhongshun,广东中山,Guangdong,生活用纸,Household Products,家族,55.0,-31%,770.0,2024
940,-469,郭振宇、KevinGuo,Guo Zhenyu、Kevin Guo,61,中国-云南-昆明,China-Yunnan-Kunming,男,1963-11-01,,,,,中国-云南-昆明,China-Yunnan-Kunming,,贝泰妮,Botanee,云南昆明,Yunnan,护肤品,Skincare,父子,55.0,-56%,770.0,2024
940,New,何德佑,Ho Te-Yu,未知,,,未知,1900-01-01,,,,,台湾基隆,Taiwan,,嘉泽端子,Lotes,台湾基隆,Taiwan,电子元件,Electronic Components,未知,55.0,NEW,770.0,2024
940,-79,何亚民,He Yamin,67,中国-四川,China - Sichuan,男,1957-02-01,,,,,中国-四川-成都,China - Sichuan-Chengdu,,利君股份,Leejun Industrial,四川成都,Sichuan,机械制造,Machinery manufacturing ,家族,55.0,-25%,770.0,2024
940,-375,花轩德,Hua Xuande,81,中国-浙江-台州,China-Zhejiang-Taizhou,男,1943-01-01,,,,,中国-浙江-台州,China-Zhejiang-Taizhou,,中贝九洲,Zonebanner Jiuzhou,浙江台州,Zhejiang,医药,Pharmaceuticals,家族,55.0,-48%,770.0,2024
940,-44,黄炳文,Huang Bingwen,70,,,男,1954-01-01,,,,,中国-广东-汕头,China-Guangdong-Shantou,,东风印刷,Dongfeng Printing,广东汕头,Guangdong,印刷,Printing,家族,55.0,-21%,770.0,2024
940,239,黄善兵,Huang Shanbing,68,,,男,1956-10-01,,,,,中国-江苏-南通,China-Jiangsu-Nantong,,捷捷微电,JieJie Microelectronics,江苏南通,Jiangsu,半导体器件,Semiconductor device,家族,55.0,10%,770.0,2024
940,68,黄婉茹,Huang Wanru,未知,,,男,1900-01-01,,,,,中国-广东-汕头,China-Guangdong-Shantou,,联泰,Lian Tai,广东汕头,Guangdong,基础建设、房地产,"Infrastructure, Real Estate",未知,55.0,-8%,770.0,2024
940,0,江淦钧,Jiang Ganjun,60,中国-广东-广州,China-Guangdong-Guangzhou,男,1964-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,索菲亚,Suofeiya,广东广州,Guangdong,家具,Furniture,未知,55.0,-15%,770.0,2024
940,-185,姜桂廷、宋桂花,Jiang Guiting、Song Guihua,66,,,男,1958-01-01,本科,Undergraduate,,,中国-山东-德州,China-Shandong-Texas,,景津环保,Jingjin,山东德州,Shandong,设备制造,Manufacturing,夫妇,55.0,-31%,770.0,2024
940,150,蒋锦志,Jiang Jinzhi,未知,,,男,1900-01-01,本科,Undergraduate,武大,,中国-上海,China-Shanghai,,景林资产,Greenwoods,上海浦东,Shanghai,投资,Investments,未知,55.0,0%,770.0,2024
940,-355,金磊,Jin Lei,59,,,男,1965-08-01,,,,,中国-吉林-长春,China-Jilin-Changchun,,长春高新,Changchun High-tech Industries,吉林长春,Jilin,生物制药,Biopharmaceuticals,未知,55.0,-45%,770.0,2024
940,68,黎经华,Li Jinghua,62,,,男,1962-01-01,,,,,中国-广东-佛山,China-Guangdong-Foshan,,罗浮宫家居,Louvre,广东佛山,Guangdong,家具零售,Furniture,未知,55.0,-8%,770.0,2024
940,68,李建华、李晓奇,Li Jianhua、Li Xiaoqi,71,中国-广东-梅州,China-Guangdong-Meizhou,男,1953-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,威华,Weihua,广东广州,Guangdong,地板,Building Materials,父女,55.0,-8%,770.0,2024
940,68,李文美、王继华,Li Wenmei、Wang Jihua,62,中国-吉林-长春,China-Jilin-Changchun,男,1962-10-01,硕士,Master s,吉大,,中国-广东-广州,China-Guangdong-Guangzhou,,万孚生物,Wondfo Biotech,广东广州,Guangdong,快速诊断试剂,Biotech,夫妇,55.0,-8%,770.0,2024
940,150,李学凌,Li Xueling,51,,,男,1973-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,欢聚时代,YY,广东深圳,Guangdong,游戏、语音软件,Gaming,未知,55.0,0%,770.0,2024
940,-16,李缜、李晨,Li Zhen、Li Chen,60,,,男,1964-01-01,,,,,中国-安徽-合肥,China-Anhui-Hefei,,国轩高科,Anhui Guoxuan,安徽合肥,Anhui,电池、房地产、影视、投资,"Batteries, Real estate, screen culture",父子,55.0,-19%,770.0,2024
940,-185,林海川,Lin Haichuan,52,中国-广东-东莞,China-Guangdong-Dongguan,男,1972-06-01,硕士,Master s,,,中国-广东-东莞,China-Guangdong-Dongguan,,宏川,Great River Smarter Logistics,广东东莞,Guangdong,仓储物流,Logistics,家族,55.0,-31%,770.0,2024
940,68,吕大龙,Lyu Dalong,未知,,,男,1900-01-01,,,,,中国-北京,China-Beijing,,韦尔股份,Willsemi,上海浦东,Shanghai,投资,Semiconductors,未知,55.0,-8%,770.0,2024
940,217,马国林,Ma Guolin,60,中国-浙江,China-Zhejiang,男,1964-01-01,,,,,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,,卫星石化,Zhejiang Satellite Petro Chemical,浙江嘉兴,Zhejiang,化工,Chemicals,未知,55.0,6%,770.0,2024
940,202,孟庆南,Meng Qingnan,66,中国-湖北,China - Hubei,男,1958-01-01,硕士,Master s,,,中国-湖北-武汉,China -Hubei-Wuhan,,武汉凡谷,Wuhan Fingu,湖北武汉,Hubei,通信设备元件,Communications components ,家族,55.0,2%,770.0,2024
940,-185,潘龙泉,Pan Longquan,61,,,男,1963-01-01,,,,,中国-江苏-南京,,,泉峰,Chervon,江苏南京,Nanjing,电动工具,Electric Tools,未知,55.0,-31%,770.0,2024
940,207,彭浩,Peng Hao,57,中国-陕西-咸阳,China - Shaanxi - Xianyang,男,1967-06-01,硕士,Master s,,,中国-广东-深圳,China-Guangdong-Shenzhen,,信维通信,Sunway Communication,广东深圳,Guangdong,通信部件,Electronic Components,未知,55.0,4%,770.0,2024
940,-185,瞿晓铧、张含冰,Qu Xiaohua、Zhang Hanbing,60,,,男,1964-01-01,,,,,中国-上海,,,阿特斯,Csi,江苏苏州,Jiangsu,光伏设备,Green Energy,夫妇,55.0,-31%,770.0,2024
940,-375,商晓波、邓烨芳,Shang Xiaobo、Deng Yefang,50,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1974-03-01,,,,,中国-安徽-合肥,China-Anhui-Hefei,,鸿路钢构,Honglu Steel Structure,安徽合肥,Anhui,金属结构制造业,Manufacturing of metal structures,夫妇,55.0,-48%,770.0,2024
940,150,束小龙、董雪,Shu Xiaolong、Dong Xue,36,中国-安徽-合肥,China-Anhui-Hefei,男,1988-01-01,,,,,中国-安徽-合肥,China-Anhui-Hefei,,老乡鸡,Laoxiangji,安徽合肥,Anhui,餐饮,Restaurant,夫妇,55.0,0%,770.0,2024
940,133,孙永根,Sun Yonggen,53,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1971-01-01,,,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,天圣控股,Tiansheng ,浙江绍兴,Zhejiang,化纤,Chemical fibers,未知,55.0,-4%,770.0,2024
940,150,汪东颖,Wang Dongying,58,中国-甘肃-兰州,China -Gansu-Lanzhou,男,1966-10-01,,,,,中国-广东-珠海,China-Guangdong-Zhuhai,,纳思达,Ninestar,广东珠海,Guangdong,打印设备,Printing Equipment,未知,55.0,0%,770.0,2024
